Date,Open,High,Low,Close,Adj Close,Volume
2020-11-16,275.049988,279.410004,274.630005,278.959991,278.959991,12970400
2020-11-17,277.679993,277.679993,273.290009,275.000000,275.000000,15040300
2020-11-18,274.519989,277.390015,271.839996,271.970001,271.970001,12152900
2020-11-19,271.019989,273.470001,269.190002,272.940002,272.940002,12963700
2020-11-20,272.559998,273.000000,269.410004,269.700012,269.700012,18114700
2020-11-23,270.890015,270.950012,264.529999,268.429993,268.429993,20990800
2020-11-24,268.489990,277.820007,267.869995,276.920013,276.920013,16930400
2020-11-25,278.140015,280.179993,272.649994,275.589996,275.589996,12467000
2020-11-27,277.390015,279.130005,274.820007,277.809998,277.809998,7808400
2020-11-30,276.029999,277.700012,271.010010,276.970001,276.970001,16693300
2020-12-01,279.160004,289.299988,278.959991,286.549988,286.549988,20777900
2020-12-02,285.359985,291.779999,280.829987,287.519989,287.519989,17361600
2020-12-03,286.250000,286.649994,281.070007,281.850006,281.850006,12921700
2020-12-04,280.299988,283.459991,279.299988,279.700012,279.700012,10880300
2020-12-07,279.190002,288.489990,278.200012,285.579987,285.579987,13007700
2020-12-08,286.010010,286.429993,281.549988,283.399994,283.399994,10747700
2020-12-09,283.660004,287.630005,271.750000,277.920013,277.920013,25189700
2020-12-10,275.540009,278.730011,271.859985,277.119995,277.119995,20065100
2020-12-11,274.529999,276.480011,270.250000,273.549988,273.549988,14391400
2020-12-14,273.369995,277.220001,271.559998,274.190002,274.190002,16376900
2020-12-15,274.829987,276.079987,267.470001,275.549988,275.549988,23979500
2020-12-16,274.760010,277.859985,272.510010,275.670013,275.670013,15885000
2020-12-17,277.070007,280.440002,273.609985,274.480011,274.480011,16377800
2020-12-18,275.769989,278.000000,271.140015,276.399994,276.399994,26693200
2020-12-21,272.980011,274.670013,267.790009,272.790009,272.790009,16553700
2020-12-22,271.500000,271.500000,264.630005,267.089996,267.089996,17312900
2020-12-23,266.890015,272.170013,266.230011,268.109985,268.109985,14329000
2020-12-24,268.880005,270.399994,266.200012,267.399994,267.399994,6702000
2020-12-28,268.739990,277.299988,265.660004,277.000000,277.000000,23299700
2020-12-29,276.950012,280.510010,276.279999,276.779999,276.779999,16383000
2020-12-30,277.950012,278.079987,271.709991,271.869995,271.869995,11803800
2020-12-31,272.000000,277.089996,269.809998,273.160004,273.160004,12892900
2021-01-04,274.779999,275.000000,265.200012,268.940002,268.940002,15106100
2021-01-05,268.290009,272.399994,268.209991,270.970001,270.970001,9871600
2021-01-06,262.000000,267.750000,260.010010,263.309998,263.309998,24354100
2021-01-07,265.899994,271.609985,264.779999,268.739990,268.739990,15789800
2021-01-08,268.309998,268.950012,263.179993,267.570007,267.570007,18512500
2021-01-11,260.480011,263.470001,255.899994,256.839996,256.839996,30412300
2021-01-12,256.630005,259.720001,250.300003,251.089996,251.089996,26449900
2021-01-13,251.550003,253.949997,249.199997,251.639999,251.639999,19528900
2021-01-14,253.399994,255.029999,244.610001,245.639999,245.639999,29739400
2021-01-15,247.899994,253.860001,247.160004,251.360001,251.360001,24786100
2021-01-19,256.899994,262.200012,252.720001,261.100006,261.100006,28028500
2021-01-20,268.929993,270.320007,263.600006,267.480011,267.480011,25199900
2021-01-21,269.260010,273.600006,267.489990,272.869995,272.869995,20838700
2021-01-22,272.010010,278.470001,272.000000,274.500000,274.500000,21910000
2021-01-25,278.140015,280.100006,271.510010,278.010010,278.010010,19087000
2021-01-26,278.140015,285.390015,277.809998,282.049988,282.049988,19373600
2021-01-27,282.529999,283.450012,268.119995,272.140015,272.140015,35346200
2021-01-28,277.179993,286.790009,264.700012,265.000000,265.000000,37758800
2021-01-29,265.299988,266.559998,254.850006,258.329987,258.329987,30389500
2021-02-01,259.519989,264.170013,254.910004,262.010010,262.010010,22914300
2021-02-02,264.000000,268.850006,263.269989,267.079987,267.079987,17320800
2021-02-03,265.619995,269.200012,263.839996,266.649994,266.649994,14223400
2021-02-04,267.010010,268.160004,264.000000,266.489990,266.489990,16060000
2021-02-05,266.799988,269.170013,265.670013,268.100006,268.100006,12441700
2021-02-08,268.750000,269.859985,265.000000,266.579987,266.579987,13755200
2021-02-09,266.440002,273.390015,265.750000,269.450012,269.450012,14613400
2021-02-10,272.450012,273.799988,267.720001,271.869995,271.869995,14687200
2021-02-11,271.890015,273.579987,268.489990,270.390015,270.390015,12801300
2021-02-12,270.519989,271.179993,268.339996,270.500000,270.500000,9069100
